"","id","latitude","longitude","date","depth","average_bleaching","clim_sst","temperature_kelvin","temperature_mean","temperature_minimum","temperature_maximum","temperature_kelvin_standard_deviation","windspeed","ssta","ssta_standard_deviation","ssta_mean","ssta_minimum","ssta_maximum","ssta_frequency","ssta_frequency_standard_deviation","ssta_frequency_max","ssta_frequency_mean","ssta_dhw","ssta_dhw_standard_deviation","ssta_dhw_max","ssta_dhw_mean","tsa","tsa_standard_deviation","tsa_minimum","tsa_maximum","tsa_mean","tsa_frequency","tsa_frequency_standard_deviation","tsa_frequency_max","tsa_frequency_mean","tsa_dhw","tsa_dhw_standard_deviation","tsa_dhw_max","tsa_dhw_mean","index","mean_airt_1","mean_atmp","mean_rad_par_1","mean_sw_1"
"258","3949","-26.96833333","153.4833333","12/2/2007",9,0.25,299.08,297.82,296.8,291.83,301.66,2.15,6,0.15,0.71,0,-2.7,2.83,1,3.34,18,3,0,1.87,10.26,1.21,-1.84,2.15,-7.82,2,-2.85,0,1.1,4,0,0,0.77,5.35,0.23,267,17.91,1012.47216,0,-1.914
"259","3950","-26.96833333","153.4833333","11/30/2008",6,2.5,299.08,298.07,296.8,291.83,301.66,2.15,7,0.44,0.71,0,-2.7,2.83,4,3.34,18,3,2.16,1.87,10.26,1.21,-1.59,2.15,-7.82,2,-2.85,0,1.1,4,0,0,0.77,5.35,0.23,268,17.91,1012.47216,0,-1.914
"260","3951","-26.96833333","153.4833333","7/25/2009",6,0,294.02,293.46,296.8,291.83,301.66,2.15,4,-0.63,0.71,0,-2.7,2.83,3,3.34,18,3,0,1.87,10.26,1.21,-6.2,2.15,-7.82,2,-2.85,0,1.1,4,0,0,0.77,5.35,0.23,269,17.91,1012.47216,0,-1.914
"261","3952","-26.96833333","153.4833333","10/17/2009",6,0,297.28,296.96,296.8,291.83,301.66,2.15,5,1.47,0.71,0,-2.7,2.83,5,3.34,18,3,2.14,1.87,10.26,1.21,-2.7,2.15,-7.82,2,-2.85,0,1.1,4,0,0,0.77,5.35,0.23,270,17.91,1012.47216,0,-1.914
"262","3953","-26.96833333","153.4833333","8/8/2010",7,1.75,294.3,294.44,296.8,291.83,301.66,2.15,8,0.5,0.71,0,-2.7,2.83,10,3.34,18,3,2.6,1.87,10.26,1.21,-5.22,2.15,-7.82,2,-2.85,1,1.1,4,0,0,0.77,5.35,0.23,271,17.91,1012.47216,0,-1.914
"263","3954","-26.96833333","153.4833333","10/23/2010",6,0,297.62,296.17,296.8,291.83,301.66,2.15,4,0.41,0.71,0,-2.7,2.83,11,3.34,18,3,6.56,1.87,10.26,1.21,-3.49,2.15,-7.82,2,-2.85,1,1.1,4,0,0,0.77,5.35,0.23,272,17.91,1012.47216,0,-1.914
"264","3955","-26.96833333","153.4833333","11/13/2011",8,0,298.54,297,296.8,291.83,301.66,2.15,5,0.26,0.71,0,-2.7,2.83,6,3.34,18,3,0,1.87,10.26,1.21,-2.66,2.15,-7.82,2,-2.85,4,1.1,4,0,0,0.77,5.35,0.23,273,17.91,1012.47216,0,-1.914
"265","3956","-26.93444444","153.4838889","12/2/2007",11,0.5,299.1,297.47,296.85,292.14,301.92,2.13,5,-0.23,0.71,0,-2.832222222,2.8,1,3.67,16,3,0,1.92,11.04,1.21,-2.24,2.13,-7.56,2.21,-2.85,0,1.23,6,0,0,0.87,5.34,0.3,274,17.92,1012.51824,0,-1.916
"266","3957","-26.93444444","153.4838889","7/5/2009",11,0.25,294.03,293.72,296.85,292.14,301.92,2.13,8,-0.96,0.71,0,-2.832222222,2.8,2,3.67,16,3,0,1.92,11.04,1.21,-5.99,2.13,-7.56,2.21,-2.85,0,1.23,6,0,0,0.87,5.34,0.3,275,17.92,1012.51824,0,-1.916
"267","3958","-26.80333333","153.1455556","10/17/2013",3,0.25,297.38,295.8,296.27,291.1,301.95,2.4,6,0.48,0.72,0,-2.498333333,3.57,3,4.87,25,3,2.52,2.77,21.53,1.31,-3.69,2.4,-8.38,2.46,-3.21,0,1,3,0,0,0.71,4.17,0.21,276,20.15785,1013.88251,664.859,333.9025
"268","3959","-26.80333333","153.1455556","6/20/2014",3,25,292.99,295.61,296.27,291.1,301.95,2.4,4,1.64,0.72,0,-2.498333333,3.57,7,4.87,25,3,6.72,2.77,21.53,1.31,-3.88,2.4,-8.38,2.46,-3.21,0,1,3,0,0,0.71,4.17,0.21,277,20.15785,1013.88251,664.859,333.9025
"269","3960","-26.80333333","153.1455556","12/19/2014",4,0.5,299.44,298.17,296.27,291.1,301.95,2.4,6,-0.08,0.72,0,-2.498333333,3.57,7,4.87,25,3,1.11,2.77,21.53,1.31,-1.32,2.4,-8.38,2.46,-3.21,0,1,3,0,0,0.71,4.17,0.21,278,20.15785,1013.88251,664.859,333.9025
"270","3961","-26.80333333","153.1455556","12/12/2015",4,0,299.35,297.88,296.27,291.1,301.95,2.4,6,-0.04,0.72,0,-2.498333333,3.57,16,4.87,25,3,10.16,2.77,21.53,1.31,-1.61,2.4,-8.38,2.46,-3.21,0,1,3,0,0,0.71,4.17,0.21,279,20.15785,1013.88251,664.859,333.9025
"271","3962","-26.80277778","153.1427778","11/6/2009",3,0,298.01,297.01,296.27,291.1,301.95,2.4,6,0.75,0.72,0,-2.498333333,3.57,8,4.87,25,3,6.6,2.77,21.53,1.31,-2.48,2.4,-8.38,2.46,-3.21,2,1,3,0,0,0.71,4.17,0.21,280,20.15575,1013.82547,645.4695,344.202
"272","3963","-26.80277778","153.1427778","3/26/2011",3,0,296.65,299.15,296.27,291.1,301.95,2.4,7,0.46,0.72,0,-2.498333333,3.57,10,4.87,25,3,2.36,2.77,21.53,1.31,-0.34,2.4,-8.38,2.46,-3.21,2,1,3,0,2.28,0.71,4.17,0.21,281,20.15575,1013.82547,645.4695,344.202
"273","3964","-26.75166667","153.1578611","3/11/2016",8,3.25,297.14,299.47,296.33,291.17,301.66,2.38,6,0.28,0.7,0,-2.502222222,2.76,9,3.72,19,3,1.01,2.16,12.42,1.22,-0.09,2.38,-8.38,2.09,-3.22,0,0.95,4,0,0,0.71,5.75,0.21,282,19.3055,1023.175695,381.8385,191.6305
"274","3965","-26.75166667","153.1578611","3/11/2016",10,7.5,297.14,299.47,296.33,291.17,301.66,2.38,6,0.28,0.7,0,-2.502222222,2.76,9,3.72,19,3,1.01,2.16,12.42,1.22,-0.09,2.38,-8.38,2.09,-3.22,0,0.95,4,0,0,0.71,5.75,0.21,283,19.3055,1023.175695,381.8385,191.6305
"275","3966","-26.75138889","153.1577778","12/20/2009",10,0,299.4,298.84,296.33,291.17,301.66,2.38,4,0.58,0.7,0,-2.502222222,2.76,7,3.72,19,3,6.59,2.16,12.42,1.22,-0.72,2.38,-8.38,2.09,-3.22,1,0.95,4,0,0,0.71,5.75,0.21,284,19.3055,1023.175695,381.8385,191.6305
"276","3967","-26.75138889","153.1577778","12/20/2009",9,0,299.4,298.84,296.33,291.17,301.66,2.38,4,0.58,0.7,0,-2.502222222,2.76,7,3.72,19,3,6.59,2.16,12.42,1.22,-0.72,2.38,-8.38,2.09,-3.22,1,0.95,4,0,0,0.71,5.75,0.21,285,19.3055,1023.175695,381.8385,191.6305
"277","3968","-26.75138889","153.1577778","1/8/2012",9,10,299.56,299.19,296.33,291.17,301.66,2.38,5,0.24,0.7,0,-2.502222222,2.76,4,3.72,19,3,0,2.16,12.42,1.22,-0.37,2.38,-8.38,2.09,-3.22,2,0.95,4,0,0,0.71,5.75,0.21,286,19.3055,1023.175695,381.8385,191.6305
"278","3969","-26.75138889","153.1577778","1/8/2012",9,6.25,299.56,299.19,296.33,291.17,301.66,2.38,5,0.24,0.7,0,-2.502222222,2.76,4,3.72,19,3,0,2.16,12.42,1.22,-0.37,2.38,-8.38,2.09,-3.22,2,0.95,4,0,0,0.71,5.75,0.21,287,19.3055,1023.175695,381.8385,191.6305
"279","3970","-26.75138889","153.1577778","12/8/2012",8,0,299.27,298.2,296.33,291.17,301.66,2.38,7,0.38,0.7,0,-2.502222222,2.76,2,3.72,19,3,0,2.16,12.42,1.22,-1.36,2.38,-8.38,2.09,-3.22,1,0.95,4,0,0,0.71,5.75,0.21,288,19.3055,1023.175695,381.8385,191.6305
"280","3971","-26.75138889","153.1577778","12/8/2012",7,0,299.27,298.2,296.33,291.17,301.66,2.38,7,0.38,0.7,0,-2.502222222,2.76,2,3.72,19,3,0,2.16,12.42,1.22,-1.36,2.38,-8.38,2.09,-3.22,1,0.95,4,0,0,0.71,5.75,0.21,289,19.3055,1023.175695,381.8385,191.6305
"281","3972","-26.75138889","153.1577778","2/8/2014",7,0,298.86,298.58,296.33,291.17,301.66,2.38,7,-0.96,0.7,0,-2.502222222,2.76,4,3.72,19,3,0,2.16,12.42,1.22,-0.98,2.38,-8.38,2.09,-3.22,0,0.95,4,0,0,0.71,5.75,0.21,290,19.3055,1023.175695,381.8385,191.6305
"282","3973","-26.75138889","153.1577778","2/8/2014",8,0,298.86,298.58,296.33,291.17,301.66,2.38,7,-0.96,0.7,0,-2.502222222,2.76,4,3.72,19,3,0,2.16,12.42,1.22,-0.98,2.38,-8.38,2.09,-3.22,0,0.95,4,0,0,0.71,5.75,0.21,291,19.3055,1023.175695,381.8385,191.6305
"283","3974","-26.75138889","153.1577778","12/21/2014",8,1,299.5,298.42,296.33,291.17,301.66,2.38,6,0.12,0.7,0,-2.502222222,2.76,7,3.72,19,3,2.2,2.16,12.42,1.22,-1.14,2.38,-8.38,2.09,-3.22,0,0.95,4,0,0,0.71,5.75,0.21,292,19.3055,1023.175695,381.8385,191.6305
"284","3975","-26.75138889","153.1577778","12/21/2014",7,1,299.5,298.42,296.33,291.17,301.66,2.38,6,0.12,0.7,0,-2.502222222,2.76,7,3.72,19,3,2.2,2.16,12.42,1.22,-1.14,2.38,-8.38,2.09,-3.22,0,0.95,4,0,0,0.71,5.75,0.21,293,19.3055,1023.175695,381.8385,191.6305
"285","3976","-26.67719444","153.1200278","4/26/2014",2,0,294.86,298.96,296.36,290.8,302.29,2.37,5,1.81,0.73,0,-2.738571429,2.9,6,4.4,20,4,1.13,2.37,15.18,1.33,-0.59,2.37,-8.75,2.74,-3.18,0,1.14,5,0,0,0.82,6.28,0.23,294,19.7389,1017.922885,276.855995,133.6745
"286","3977","-26.67694444","153.12","12/3/2007",6,0,299.02,297.38,296.36,290.8,302.29,2.37,5,-0.16,0.73,0,-2.738571429,2.9,2,4.4,20,4,0,2.37,15.18,1.33,-2.16,2.37,-8.75,2.74,-3.18,0,1.14,5,0,0,0.82,6.28,0.23,295,19.7389,1017.922885,276.855995,133.6745
"287","3978","-26.645","153.1608056","5/24/2014",10,1.75,293.72,296.22,296.45,291.35,301.64,2.33,3,0.5,0.71,0,-2.732222222,2.53,6,3.58,15,3,1.66,2.15,12.54,1.3,-3.37,2.33,-8.23,2.04,-3.13,0,0.99,3,0,0,0.73,4.4,0.23,296,19.9584,1016.478425,0,-0.891
"288","3979","-26.645","153.1608056","5/24/2014",9,4.25,293.72,296.22,296.45,291.35,301.64,2.33,3,0.5,0.71,0,-2.732222222,2.53,6,3.58,15,3,1.66,2.15,12.54,1.3,-3.37,2.33,-8.23,2.04,-3.13,0,0.99,3,0,0,0.73,4.4,0.23,297,19.9584,1016.478425,0,-0.891
"289","3980","-26.645","153.1608056","11/30/2014",9,12.5,299.08,298.23,296.45,291.35,301.64,2.33,7,0.85,0.71,0,-2.732222222,2.53,4,3.58,15,3,1,2.15,12.54,1.3,-1.36,2.33,-8.23,2.04,-3.13,0,0.99,3,0,0,0.73,4.4,0.23,298,19.9584,1016.478425,0,-0.891
"290","3981","-26.645","153.1608056","11/30/2014",10,6.25,299.08,298.23,296.45,291.35,301.64,2.33,7,0.85,0.71,0,-2.732222222,2.53,4,3.58,15,3,1,2.15,12.54,1.3,-1.36,2.33,-8.23,2.04,-3.13,0,0.99,3,0,0,0.73,4.4,0.23,299,19.9584,1016.478425,0,-0.891
"291","3982","-26.645","153.1608056","3/7/2015",9,1.5,297.71,300.22,296.45,291.35,301.64,2.33,7,0.81,0.71,0,-2.732222222,2.53,4,3.58,15,3,0,2.15,12.54,1.3,0.63,2.33,-8.23,2.04,-3.13,0,0.99,3,0,0,0.73,4.4,0.23,300,19.9584,1016.478425,0,-0.891
"292","3983","-26.645","153.1608056","10/18/2015",9,0,297.42,296.09,296.45,291.35,301.64,2.33,6,0.74,0.71,0,-2.732222222,2.53,2,3.58,15,3,2.04,2.15,12.54,1.3,-3.5,2.33,-8.23,2.04,-3.13,0,0.99,3,0,0,0.73,4.4,0.23,301,19.9584,1016.478425,0,-0.891
"293","3984","-26.645","153.1608056","11/21/2015",10,6.25,298.87,297.86,296.45,291.35,301.64,2.33,7,0.85,0.71,0,-2.732222222,2.53,1,3.58,15,3,2.04,2.15,12.54,1.3,-1.73,2.33,-8.23,2.04,-3.13,0,0.99,3,0,0,0.73,4.4,0.23,302,19.9584,1016.478425,0,-0.891
"294","3985","-26.63519444","153.1518056","8/18/2013",9,0,294.52,293.59,296.45,291.35,301.64,2.33,5,0.23,0.71,0,-2.732222222,2.53,3,3.58,15,3,1.31,2.15,12.54,1.3,-6,2.33,-8.23,2.04,-3.13,0,0.99,3,0,0,0.73,4.4,0.23,303,19.98495,1016.73631,0,-0.796
"295","3986","-26.63519444","153.1518056","3/7/2015",9,13.5,297.71,300.22,296.45,291.35,301.64,2.33,7,0.81,0.71,0,-2.732222222,2.53,4,3.58,15,3,0,2.15,12.54,1.3,0.63,2.33,-8.23,2.04,-3.13,0,0.99,3,0,0,0.73,4.4,0.23,304,19.98495,1016.73631,0,-0.796
"296","3987","-26.63519444","153.1518056","1/22/2016",9,1.25,299.36,298.26,296.45,291.35,301.64,2.33,5,-1.08,0.71,0,-2.732222222,2.53,3,3.58,15,3,2.19,2.15,12.54,1.3,-1.33,2.33,-8.23,2.04,-3.13,0,0.99,3,0,0,0.73,4.4,0.23,305,19.98495,1016.73631,0,-0.796
"297","3988","-26.635","153.1516667","7/18/2009",11,0,293.46,292.72,296.45,291.35,301.64,2.33,5,-0.71,0.71,0,-2.732222222,2.53,4,3.58,15,3,0,2.15,12.54,1.3,-6.87,2.33,-8.23,2.04,-3.13,1,0.99,3,0,0,0.73,4.4,0.23,306,19.98495,1016.73631,0,-0.796
"298","3989","-26.635","153.1516667","9/19/2010",8,0,295.76,295.49,296.45,291.35,301.64,2.33,4,1.34,0.71,0,-2.732222222,2.53,14,3.58,15,3,10.78,2.15,12.54,1.3,-4.1,2.33,-8.23,2.04,-3.13,3,0.99,3,0,0,0.73,4.4,0.23,307,19.98495,1016.73631,0,-0.796
"299","3990","-26.635","153.1516667","6/24/2011",10,0.75,293.28,292.82,296.45,291.35,301.64,2.33,8,-1.28,0.71,0,-2.732222222,2.53,13,3.58,15,3,0,2.15,12.54,1.3,-6.77,2.33,-8.23,2.04,-3.13,2,0.99,3,0,0,0.73,4.4,0.23,308,19.98495,1016.73631,0,-0.796
"300","3991","-26.635","153.1516667","8/5/2012",10,0.75,294.01,293.39,296.45,291.35,301.64,2.33,6,0.1,0.71,0,-2.732222222,2.53,2,3.58,15,3,1.5,2.15,12.54,1.3,-6.2,2.33,-8.23,2.04,-3.13,1,0.99,3,0,0,0.73,4.4,0.23,309,19.98495,1016.73631,0,-0.796
"301","3992","-26.635","153.1516667","9/15/2013",10,0.5,295.76,295.76,296.45,291.35,301.64,2.33,7,1.75,0.71,0,-2.732222222,2.53,5,3.58,15,3,4.06,2.15,12.54,1.3,-3.83,2.33,-8.23,2.04,-3.13,0,0.99,3,0,0,0.73,4.4,0.23,310,19.98495,1016.73631,0,-0.796
"302","3993","-26.61502778","153.1129444","9/15/2013",10,0.25,295.74,295.88,296.41,291.25,302.35,2.34,7,1.9,0.74,0,-2.767777778,2.82,5,4.02,19,4,6.32,2.26,12.9,1.39,-3.67,2.34,-8.3,2.79,-3.13,0,1.06,4,0,0,0.85,5.67,0.26,311,21.23745,1016.494145,245.754,123.5545
"303","3994","-26.61502778","153.1129444","11/8/2013",6,0.25,298.29,296.3,296.41,291.25,302.35,2.34,6,-0.1,0.74,0,-2.767777778,2.82,7,4.02,19,4,8.32,2.26,12.9,1.39,-3.25,2.34,-8.3,2.79,-3.13,0,1.06,4,0,0,0.85,5.67,0.26,312,21.23745,1016.494145,245.754,123.5545
"304","3995","-26.61502778","153.1129444","10/5/2014",10,6.25,296.74,295.44,296.41,291.25,302.35,2.34,6,0.69,0.74,0,-2.767777778,2.82,6,4.02,19,4,0,2.26,12.9,1.39,-4.11,2.34,-8.3,2.79,-3.13,0,1.06,4,0,0,0.85,5.67,0.26,313,21.23745,1016.494145,245.754,123.5545
"305","3996","-26.61502778","153.1129444","10/18/2015",10,0,297.39,296.6,296.41,291.25,302.35,2.34,6,1.27,0.74,0,-2.767777778,2.82,5,4.02,19,4,3.19,2.26,12.9,1.39,-2.95,2.34,-8.3,2.79,-3.13,0,1.06,4,0,0,0.85,5.67,0.26,314,21.23745,1016.494145,245.754,123.5545
"306","3997","-26.61502778","153.1129444","1/22/2016",6,1,299.32,299.59,296.41,291.25,302.35,2.34,5,0.28,0.74,0,-2.767777778,2.82,7,4.02,19,4,3.11,2.26,12.9,1.39,0.04,2.34,-8.3,2.79,-3.13,1,1.06,4,0,1.24,0.85,5.67,0.26,315,21.23745,1016.494145,245.754,123.5545
"307","3998","-26.615","153.1127778","8/5/2012",5,1,293.98,293.2,296.41,291.25,302.35,2.34,5,-0.03,0.74,0,-2.767777778,2.82,2,4.02,19,4,1.19,2.26,12.9,1.39,-6.35,2.34,-8.3,2.79,-3.13,1,1.06,4,0,0,0.85,5.67,0.26,316,21.23745,1016.494145,245.754,123.5545
"308","3999","-26.615","153.1127778","8/18/2013",6,1,294.49,293.59,296.41,291.25,302.35,2.34,5,0.27,0.74,0,-2.767777778,2.82,2,4.02,19,4,1.24,2.26,12.9,1.39,-5.96,2.34,-8.3,2.79,-3.13,0,1.06,4,0,0,0.85,5.67,0.26,317,21.23745,1016.494145,245.754,123.5545
"309","4000","-26.615","153.1127778","10/5/2014",5,8.75,296.74,295.44,296.41,291.25,302.35,2.34,6,0.69,0.74,0,-2.767777778,2.82,6,4.02,19,4,0,2.26,12.9,1.39,-4.11,2.34,-8.3,2.79,-3.13,0,1.06,4,0,0,0.85,5.67,0.26,318,21.23745,1016.494145,245.754,123.5545
"310","4001","-26.615","153.1127778","11/21/2015",5,0.75,298.83,297.83,296.41,291.25,302.35,2.34,7,0.85,0.74,0,-2.767777778,2.82,6,4.02,19,4,4.47,2.26,12.9,1.39,-1.72,2.34,-8.3,2.79,-3.13,0,1.06,4,0,0,0.85,5.67,0.26,319,21.23745,1016.494145,245.754,123.5545
"311","4002","-26.61211111","153.1128889","11/8/2013",9,0,298.29,296.3,296.41,291.25,302.35,2.34,6,-0.1,0.74,0,-2.767777778,2.82,7,4.02,19,4,8.32,2.26,12.9,1.39,-3.25,2.34,-8.3,2.79,-3.13,0,1.06,4,0,0,0.85,5.67,0.26,320,21.12745,1016.523115,165.254,82.586
"312","4003","-26.6025","153.1019444","12/3/2007",5,0,298.76,297.21,296.34,291.25,303.44,2.36,5,-0.12,0.76,0,-2.78,3.95,1,4.89,24,4,0,2.62,14.56,1.52,-2.33,2.36,-8.28,3.89,-3.19,0,1.24,5,0,0,1.02,6.84,0.29,321,21.23745,1016.494145,245.754,123.5545
"313","4004","-26.6025","153.1019444","7/18/2009",5,0.25,293.39,292.19,296.34,291.25,303.44,2.36,4,-1.07,0.76,0,-2.78,3.95,4,4.89,24,4,0,2.62,14.56,1.52,-7.35,2.36,-8.28,3.89,-3.19,2,1.24,5,0,0,1.02,6.84,0.29,322,21.23745,1016.494145,245.754,123.5545
"314","4005","-26.6025","153.1019444","9/19/2010",5,0,295.69,295.49,296.34,291.25,303.44,2.36,4,1.38,0.76,0,-2.78,3.95,16,4.89,24,4,11.33,2.62,14.56,1.52,-4.04,2.36,-8.28,3.89,-3.19,0,1.24,5,0,0,1.02,6.84,0.29,323,21.23745,1016.494145,245.754,123.5545
"315","4006","-26.6025","153.1019444","6/24/2011",6,0.25,293.16,293.56,296.34,291.25,303.44,2.36,7,-0.33,0.76,0,-2.78,3.95,16,4.89,24,4,0,2.62,14.56,1.52,-5.98,2.36,-8.28,3.89,-3.19,3,1.24,5,0,0,1.02,6.84,0.29,324,21.23745,1016.494145,245.754,123.5545
"316","4007","-26.51361111","153.1019444","10/23/2009",11,0.25,297.22,297.56,296.29,290.98,303.35,2.36,7,1.99,0.81,0,-2.975,3.94,6,5.42,28,5,4.97,3.34,16.14,1.83,-1.88,2.36,-8.46,3.9,-3.14,2,1.9,8,1,0,1.53,11.01,0.5,325,25.14,1009.31173,0,-1.5815
"317","4008","-26.51361111","153.1019444","10/23/2009",11,0.5,297.22,297.56,296.29,290.98,303.35,2.36,7,1.99,0.81,0,-2.975,3.94,6,5.42,28,5,4.97,3.34,16.14,1.83,-1.88,2.36,-8.46,3.9,-3.14,2,1.9,8,1,0,1.53,11.01,0.5,326,25.14,1009.31173,0,-1.5815
"318","4009","-26.3625","153.115","10/16/2011",10,0.75,297.15,294.93,296.49,291.56,302.36,2.3,7,-0.42,0.78,0,-3.2475,3.02,8,4.85,23,5,0,2.7,17.21,1.75,-4.58,2.3,-7.96,2.83,-3.02,5,1.59,5,1,0,1.19,8.71,0.39,327,24.99,1008.990115,0,-1.5735
"319","4010","-26.3625","153.115","11/10/2012",10,0.25,298.31,296.54,296.49,291.56,302.36,2.3,7,-0.06,0.78,0,-3.2475,3.02,5,4.85,23,5,1.35,2.7,17.21,1.75,-2.98,2.3,-7.96,2.83,-3.02,2,1.59,5,1,0,1.19,8.71,0.39,328,24.99,1008.990115,0,-1.5735
"320","4011","-26.3625","153.115","9/29/2013",9,0.5,296.51,295.69,296.49,291.56,302.36,2.3,6,1.06,0.78,0,-3.2475,3.02,7,4.85,23,5,6.08,2.7,17.21,1.75,-3.83,2.3,-7.96,2.83,-3.02,0,1.59,5,1,0,1.19,8.71,0.39,329,24.99,1008.990115,0,-1.5735
"321","4012","-26.3625","153.115","9/29/2013",12,1,296.51,295.69,296.49,291.56,302.36,2.3,6,1.06,0.78,0,-3.2475,3.02,7,4.85,23,5,6.08,2.7,17.21,1.75,-3.83,2.3,-7.96,2.83,-3.02,0,1.59,5,1,0,1.19,8.71,0.39,330,24.99,1008.990115,0,-1.5735
"322","4013","-26.35972222","153.1030556","9/5/2009",10,0.5,295.22,294.19,296.46,291.48,302.64,2.32,4,0.37,0.79,0,-3.236,3.16,5,5.05,26,4,0,2.67,17.35,1.67,-5.33,2.32,-8.03,3.11,-3.05,2,1.52,5,1,0,1.09,7.21,0.34,331,24.99,1008.990115,0,-1.5735
"323","4014","-26.35972222","153.1030556","11/14/2010",11,0,298.26,296.67,296.46,291.48,302.64,2.32,5,0,0.79,0,-3.236,3.16,19,5.05,26,4,9.66,2.67,17.35,1.67,-2.85,2.32,-8.03,3.11,-3.05,1,1.52,5,1,0,1.09,7.21,0.34,332,24.99,1008.990115,0,-1.5735
"324","4015","-26.21138889","153.0458889","10/16/2011",14,0,262.15,294.8175,296.5575,291.2275,304.9025,2.415,7,-1.1425,1.625,0,-4.0325,7.035,7.5,7.0825,32.25,10.5,0,9.545,44.99,6.56,-3.6025,2.415,-7.185,6.475,-1.8525,6.5,5.195,22.25,7.5,0,7.55,40.3375,4.8225,333,25.105,1009.53666,0,-1.5475
"325","4016","-25.64955556","152.9145556","8/11/2013",3,12.5,295.52,294.6,296.63,291.53,305.35,3.14,5,0.13,2.79,0,-5.812,9.01,0,14.2,52,15,0,21.38,105.09,12.3,-3.82,3.14,-6.88,6.92,-1.78,0,13.57,52,10,0,15.21,63.47,7.35,334,25.49,1009.27781,0,-1.2675
"326","4017","-25.64955556","152.9145556","8/30/2014",3,8.75,296.26,293.63,296.63,291.53,305.35,3.14,4,-1.21,2.79,0,-5.812,9.01,0,14.2,52,15,0,21.38,105.09,12.3,-4.79,3.14,-6.88,6.92,-1.78,0,13.57,52,10,0,15.21,63.47,7.35,335,25.49,1009.27781,0,-1.2675
"327","4018","-25.26305556","152.9381111","8/12/2013",3,4.25,294.5,292.72,296.47,289.17,303.48,3.16,5,0.64,0.9,0,-2.82,3.19,2,4.81,21,6,1.2,3.82,24.49,2.46,-7.59,3.16,-11.13,3.16,-3.83,0,2.06,8,1,0,1.72,12.15,0.6,336,22.855,1014.881465,0,-0.9145
"328","4019","-25.26305556","152.9381111","8/30/2014",3,1.25,296.05,292.35,296.47,289.17,303.48,3.16,4,-0.66,0.9,0,-2.82,3.19,14,4.81,21,6,1.05,3.82,24.49,2.46,-7.96,3.16,-11.13,3.16,-3.83,1,2.06,8,1,0,1.72,12.15,0.6,337,22.855,1014.881465,0,-0.9145
"329","4020","-25.26277778","152.9380556","8/20/2012",3,1,295.02,292.66,296.47,289.17,303.48,3.16,4,0.22,0.9,0,-2.82,3.19,4,4.81,21,6,0,3.82,24.49,2.46,-7.65,3.16,-11.13,3.16,-3.83,2,2.06,8,1,0,1.72,12.15,0.6,338,22.855,1014.881465,0,-0.9145
"330","4032","-24.114","152.7178056","2/1/2013",9,1,299.96,299.92,297.62,293.2,302.68,2.08,7,-0.45,0.7,0,-3.154444444,3.12,2,3.97,22,3,0,2.19,13.17,1.28,-0.48,2.08,-7.19,2.27,-2.77,2,1.43,6,1,0,1.05,7.64,0.33,350,14.565,1021.33,12.135,3.28
"331","4033","-24.114","152.7196944","5/24/2011",1,1.75,295.61,296.76,297.62,293.2,302.68,2.08,6,-0.47,0.7,0,-3.154444444,3.12,12,3.97,22,3,3.82,2.19,13.17,1.28,-3.64,2.08,-7.19,2.27,-2.77,1,1.43,6,1,1.07,1.05,7.64,0.33,351,14.565,1021.33,12.135,3.28
"332","4034","-24.114","152.7196944","2/2/2013",1.5,1.75,299.96,299.92,297.62,293.2,302.68,2.08,7,-0.45,0.7,0,-3.154444444,3.12,2,3.97,22,3,0,2.19,13.17,1.28,-0.48,2.08,-7.19,2.27,-2.77,2,1.43,6,1,0,1.05,7.64,0.33,352,14.565,1021.33,12.135,3.28
"333","4035","-24.11138889","152.7106111","2/2/2013",8,2,299.96,299.92,297.62,293.2,302.68,2.08,7,-0.45,0.7,0,-3.154444444,3.12,2,3.97,22,3,0,2.19,13.17,1.28,-0.48,2.08,-7.19,2.27,-2.77,2,1.43,6,1,0,1.05,7.64,0.33,353,14.57,1021.255,16.44,5.155
"334","4036","-24.11061111","152.7113056","2/1/2013",8,0,299.96,299.92,297.62,293.2,302.68,2.08,7,-0.45,0.7,0,-3.154444444,3.12,2,3.97,22,3,0,2.19,13.17,1.28,-0.48,2.08,-7.19,2.27,-2.77,2,1.43,6,1,0,1.05,7.64,0.33,354,14.565,1021.275,14.895,4.495
"335","4037","-24.10938889","152.7136111","2/1/2013",8.5,0.5,299.96,299.92,297.62,293.2,302.68,2.08,7,-0.45,0.7,0,-3.154444444,3.12,2,3.97,22,3,0,2.19,13.17,1.28,-0.48,2.08,-7.19,2.27,-2.77,2,1.43,6,1,0,1.05,7.64,0.33,355,14.565,1021.275,14.895,4.495
"336","4038","-23.46038889","151.9291944","11/2/2011",9,0.5,299.15,297.52,297.33,292.22,303.13,2.29,6,0.28,0.73,0,-4.042222222,2.85,2,4.12,23,4,0,2.55,14.3,1.39,-2.85,2.29,-8.14,2.75,-3.02,1,1.67,6,1,0,1.36,10.94,0.4,356,17.5,1021.655,1469.5,584.445
"337","4039","-23.46038889","151.9291944","11/2/2013",7,1,299.15,297.59,297.33,292.22,303.13,2.29,6,0.51,0.73,0,-4.042222222,2.85,6,4.12,23,4,7.9,2.55,14.3,1.39,-2.78,2.29,-8.14,2.75,-3.02,0,1.67,6,1,0,1.36,10.94,0.4,357,17.5,1021.655,1469.5,584.445
